Fecha;ETo(P.MON.);Precipit. efectiva(P.MON.);Horas insolacion;Veloc. viento diurna (*);Veloc. viento nocturna (*);Recorrido viento;Radiacion neta;Temp. media diurna;Hum. media diurna
dd/mm/aaaa;mm;mm;HH:mm;m/s;m/s;km/dia;MJ/m^2;ºC;%
29/08/2008;4.83;0.00;11.01;1.93;1.57;151.2;11.56;24.76;43.49;
30/08/2008;3.93;0.00;10.68;3.18;0.84;173.84;10.22;19.75;56.81;
31/08/2008;3.19;0.00;10.70;1.46;1.13;111.97;9.91;19.35;59.02;
01/09/2008;3.83;0.00;11.31;1.22;1.02;96.94;11.44;20.43;53.47;
02/09/2008;4.05;0.00;11.94;1.67;1.01;115.43;10.80;20.86;45.49;
03/09/2008;2.12;0.00;10.86;2.32;1.41;161.22;6.41;16.28;69.89;
04/09/2008;3.30;0.00;10.77;2.77;2.26;217.3;8.38;18.31;58.32;
05/09/2008;1.81;1.20;8.62;5.04;3.56;371.43;4.40;13.37;80.89;
06/09/2008;3.64;0.00;11.79;4.79;1.80;284.69;11.34;14.83;56.08;
07/09/2008;3.16;0.00;11.33;1.51;1.09;112.58;10.47;15.33;57.57;
08/09/2008;3.75;0.00;11.75;2.21;0.95;136.51;10.41;20.17;47.83;
09/09/2008;3.61;0.00;10.96;2.13;1.15;141.87;10.19;20.52;59.01;
10/09/2008;4.02;0.00;11.60;2.10;0.89;129.08;10.83;22.02;54.71;
11/09/2008;3.02;0.00;11.45;5.04;1.56;285.47;8.08;14.07;66.48;
12/09/2008;2.65;0.00;11.57;2.96;1.73;202.35;8.50;12.74;59.17;
13/09/2008;3.17;0.00;10.93;1.39;1.20;111.89;9.95;15.46;48.49;
14/09/2008;3.12;0.00;11.66;1.35;0.79;92.71;9.93;15.97;55.24;
15/09/2008;3.50;0.00;11.43;1.54;1.19;117.68;9.86;18.62;50.74;
16/09/2008;3.84;0.00;11.35;1.79;1.44;139.62;9.41;19.71;45.11;
17/09/2008;3.62;0.00;11.12;2.22;1.05;141.09;9.04;19.56;43.58;
18/09/2008;3.46;0.00;10.30;1.84;1.49;143.77;8.45;19.86;50.66;
19/09/2008;3.49;0.00;10.94;1.41;1.63;131.16;9.08;19.49;51.92;
20/09/2008;3.41;0.00;10.78;1.42;1.43;122.95;8.84;20.07;48.34;
21/09/2008;2.15;0.00;9.52;0.97;1.11;89.77;5.35;19.21;55.30;
22/09/2008;1.26;0.00;6.52;1.29;1.23;109.04;4.12;13.52;85.62;
23/09/2008;2.56;0.00;9.56;1.63;1.32;127.7;7.81;15.30;63.54;
24/09/2008;2.58;0.00;10.39;1.41;0.99;103.68;7.97;14.32;54.49;
25/09/2008;2.62;0.00;11.11;1.52;0.90;104.63;8.28;15.26;56.35;
26/09/2008;2.92;0.00;10.92;2.17;1.34;151.72;8.08;14.89;51.02;
27/09/2008;2.77;0.00;10.93;1.39;1.27;114.83;7.79;15.14;50.49;
28/09/2008;2.72;0.00;10.82;1.44;0.93;102.12;7.50;16.54;48.27;
29/09/2008;2.90;0.00;10.85;1.37;1.15;108.86;7.38;17.35;43.95;
30/09/2008;2.45;0.00;10.27;1.49;0.93;104.89;7.30;14.45;59.39;
01/10/2008;2.94;0.00;10.72;1.56;1.41;128.39;6.87;15.15;54.13;
02/10/2008;2.87;0.00;10.65;3.78;1.72;237.86;7.22;13.25;55.09;
03/10/2008;2.60;0.00;10.64;4.04;1.81;253.07;6.87;10.26;51.90;
04/10/2008;1.73;0.00;10.18;1.66;0.92;111.37;5.77;9.17;59.77;
05/10/2008;2.48;0.00;10.61;1.61;0.88;107.57;6.44;14.13;50.91;
06/10/2008;2.39;0.00;10.38;1.77;0.91;115.86;6.48;15.89;57.67;
07/10/2008;1.31;9.36;5.43;3.54;2.62;266.03;3.54;12.84;88.63;
08/10/2008;2.12;0.00;9.99;2.73;2.33;218.76;5.33;11.59;61.03;
09/10/2008;2.75;0.00;10.42;3.02;1.72;204.68;6.02;12.96;48.93;
10/10/2008;2.94;0.00;10.36;2.75;2.28;217.21;6.16;16.91;58.67;
11/10/2008;1.91;0.00;7.97;3.31;3.43;291.;4.07;15.12;70.24;
12/10/2008;2.01;0.00;9.85;1.38;1.25;113.44;5.66;16.81;68.46;
13/10/2008;1.74;0.00;8.88;1.33;0.85;94.09;4.76;16.43;72.25;
14/10/2008;1.72;0.00;9.86;0.83;0.83;71.71;5.22;16.19;67.18;
15/10/2008;2.05;0.00;9.65;1.20;0.93;92.1;5.44;16.76;64.07;
16/10/2008;1.96;0.00;9.19;2.97;1.56;195.61;4.98;15.81;75.80;
17/10/2008;1.63;0.00;8.69;1.13;1.35;107.22;4.29;13.76;69.54;
18/10/2008;1.76;0.00;9.15;2.11;1.50;155.87;4.26;13.50;67.34;
19/10/2008;1.87;0.00;9.83;1.25;1.46;116.9;4.66;15.31;61.81;
20/10/2008;1.84;0.00;9.46;1.72;0.75;106.44;4.69;15.94;66.00;
21/10/2008;1.15;7.57;5.49;1.88;1.55;148.18;2.91;11.26;82.34;
22/10/2008;1.98;0.00;9.34;4.35;2.07;277.08;3.96;9.25;59.08;
23/10/2008;1.64;0.00;9.73;1.21;1.11;100.22;3.73;9.76;48.43;
24/10/2008;1.47;0.00;9.72;0.85;0.87;74.22;3.71;11.01;50.17;
25/10/2008;1.82;0.00;9.73;1.02;1.08;90.89;3.36;13.67;42.11;
26/10/2008;1.91;0.00;9.68;0.85;1.26;91.32;3.06;15.29;42.57;
27/10/2008;1.35;0.00;7.49;2.28;1.78;175.56;2.94;11.88;78.87;
28/10/2008;1.72;0.00;9.56;5.09;2.52;328.75;3.34;6.38;57.71;
29/10/2008;1.60;0.00;9.49;4.39;2.10;280.37;3.13;5.04;61.74;
30/10/2008;1.62;0.00;7.43;5.63;2.68;358.73;2.91;8.05;71.67;
31/10/2008;0.74;4.01;6.38;2.63;1.33;170.81;2.65;3.68;83.92;
01/11/2008;0.77;0.00;7.56;1.48;1.08;110.76;2.73;4.97;79.45;
02/11/2008;1.12;0.00;7.92;3.17;2.28;235.61;2.75;5.53;75.42;
03/11/2008;0.89;0.00;3.97;3.71;2.29;259.29;2.56;5.42;80.91;
04/11/2008;0.58;0.00;4.06;1.06;0.87;83.55;2.46;4.43;87.88;
05/11/2008;1.38;0.00;8.85;3.02;1.57;198.03;2.58;8.09;67.30;
06/11/2008;1.04;0.00;8.28;3.55;0.98;195.96;2.56;7.34;76.95;
07/11/2008;0.94;0.00;7.80;2.10;1.31;147.14;2.56;7.91;81.32;
08/11/2008;0.86;0.00;8.26;1.39;1.36;118.97;2.43;7.91;76.06;
09/11/2008;0.96;0.00;7.82;1.64;0.76;103.51;2.36;9.26;78.38;
10/11/2008;1.08;0.00;6.12;2.29;1.11;146.53;2.33;9.13;83.27;
11/11/2008;0.71;0.00;4.74;2.17;1.34;151.37;2.30;8.10;88.48;
12/11/2008;1.07;0.00;7.30;3.94;2.23;266.37;2.19;6.60;77.93;
13/11/2008;1.23;0.00;8.96;2.45;1.63;176.34;1.69;7.14;62.12;
14/11/2008;0.90;0.00;8.79;1.07;1.19;97.37;1.69;7.51;67.03;
15/11/2008;0.83;0.00;8.91;0.85;1.06;82.6;1.71;9.03;70.19;
16/11/2008;0.87;0.00;8.88;0.86;0.88;75.17;1.48;9.36;67.08;
17/11/2008;0.49;0.00;8.72;1.08;0.74;78.8;1.97;2.93;90.06;
18/11/2008;0.56;0.00;7.16;1.10;0.67;76.64;2.04;4.66;87.28;
19/11/2008;1.17;0.00;8.51;2.99;1.12;177.64;1.27;8.91;62.65;
20/11/2008;0.63;0.00;8.55;0.73;0.86;69.03;1.36;6.82;72.50;
21/11/2008;1.22;0.00;7.98;2.29;1.27;154.14;1.22;8.61;68.52;
22/11/2008;1.39;0.00;8.48;3.96;1.82;249.87;1.28;10.17;63.32;
23/11/2008;1.41;0.00;8.02;3.56;2.62;266.98;1.32;8.68;70.73;
24/11/2008;1.05;0.00;8.61;5.80;5.42;484.53;1.55;3.66;81.40;
25/11/2008;1.04;0.00;7.88;4.28;2.49;292.2;1.14;2.33;68.43;
26/11/2008;0.71;0.00;8.10;1.67;1.45;134.7;1.06;2.51;68.49;
27/11/2008;0.46;0.00;8.07;0.89;1.05;84.07;0.85;0.57;71.63;
28/11/2008;0.38;0.00;4.14;1.59;1.69;141.96;1.94;-1.11;91.92;
29/11/2008;0.74;0.00;7.99;5.03;2.24;313.8;1.70;1.31;79.38;
30/11/2008;0.81;0.00;7.12;4.96;2.44;319.68;0.98;1.19;74.28;
01/12/2008;0.73;0.00;7.74;4.02;2.48;280.63;1.13;0.93;78.35;
02/12/2008;0.97;0.00;8.11;3.87;2.80;288.49;0.47;2.42;68.81;
03/12/2008;0.90;1.52;6.28;4.38;2.54;298.94;1.16;4.91;80.67;
04/12/2008;1.01;0.00;3.37;3.45;2.84;271.81;1.79;8.45;79.89;
05/12/2008;1.31;0.00;6.33;5.76;3.81;401.85;0.74;7.42;67.10;
06/12/2008;0.61;0.00;0.00;2.28;1.51;163.64;2.01;6.99;93.72;
07/12/2008;0.51;1.68;5.13;3.00;2.17;223.34;1.85;7.65;94.14;
08/12/2008;0.61;0.00;4.31;1.47;2.08;153.27;1.58;8.58;84.33;
09/12/2008;0.95;0.00;7.14;3.68;2.78;279.16;1.16;5.82;74.63;
10/12/2008;0.72;0.00;7.63;3.59;1.38;214.53;0.32;2.47;69.39;
11/12/2008;0.68;0.00;6.95;3.35;1.89;226.71;1.20;4.14;80.20;
12/12/2008;0.43;0.00;6.74;1.16;0.74;81.91;0.80;2.66;82.25;
13/12/2008;0.71;3.26;4.93;4.37;2.20;284.;1.65;2.90;88.31;
14/12/2008;0.58;0.00;7.00;4.24;4.17;363.48;1.16;-0.21;84.06;
15/12/2008;0.70;0.00;6.42;4.02;3.82;338.69;1.37;0.92;88.20;
16/12/2008;0.83;0.00;7.83;4.55;2.84;319.42;0.33;2.94;75.45;
17/12/2008;0.58;0.00;7.53;3.46;1.80;227.06;0.51;4.68;80.33;
18/12/2008;0.47;0.00;7.67;0.93;1.24;94.09;0.35;4.74;73.94;
19/12/2008;0.54;0.00;7.83;1.30;1.20;108.;0.26;3.08;77.11;
20/12/2008;0.81;0.00;8.05;0.75;1.51;97.63;0.00;6.33;64.60;
21/12/2008;1.95;0.00;7.67;2.27;2.44;203.47;0.00;7.31;47.66;
22/12/2008;1.60;0.00;8.06;1.58;2.12;159.49;0.00;6.74;45.06;
23/12/2008;1.60;0.00;8.06;1.29;1.72;130.03;0.00;7.98;42.88;
24/12/2008;0.98;0.00;8.05;1.26;1.55;121.22;0.00;6.27;51.76;
25/12/2008;1.40;0.00;8.13;1.75;1.55;142.47;0.00;5.93;49.90;
26/12/2008;1.02;0.00;7.96;2.89;2.06;214.1;0.06;1.64;71.56;
27/12/2008;0.94;0.00;6.02;5.75;2.77;367.98;1.42;2.23;72.98;
28/12/2008;0.67;0.00;7.50;1.45;1.83;141.78;0.58;4.62;70.12;
29/12/2008;0.49;0.00;1.58;1.24;0.81;88.56;1.93;4.41;87.91;
30/12/2008;0.39;0.00;2.74;1.65;1.21;123.47;1.86;6.15;96.15;
31/12/2008;0.00;0.00;2.80;2.52;1.54;175.22;0.00;5.34;91.64;
01/01/2009;0.49;0.00;5.22;0.86;1.29;93.05;1.77;6.62;91.64;
02/01/2009;0.36;0.00;5.11;1.11;1.21;99.88;1.80;4.06;94.62;
03/01/2009;0.58;0.00;4.72;1.64;1.06;116.21;1.61;6.47;85.26;
04/01/2009;0.41;0.00;8.06;1.02;1.05;89.68;0.63;1.36;87.07;
05/01/2009;0.30;0.00;0.00;1.15;0.97;91.5;2.01;-1.26;97.28;
06/01/2009;0.84;0.00;7.62;3.24;1.87;220.84;0.79;0.96;72.67;
07/01/2009;0.84;0.00;8.23;3.43;2.12;239.59;0.73;-0.74;61.34;
08/01/2009;0.81;0.00;8.04;3.61;1.48;220.23;0.64;-0.66;61.99;
09/01/2009;0.48;0.00;7.25;1.83;1.60;148.;1.39;-2.82;79.49;
10/01/2009;0.58;0.00;7.38;1.98;0.79;119.66;1.36;1.38;76.32;
11/01/2009;0.58;0.00;8.06;1.02;1.07;90.29;0.64;1.03;69.35;
12/01/2009;0.26;0.00;5.97;0.80;0.43;53.31;1.85;-4.38;95.43;
13/01/2009;0.43;0.69;6.37;1.87;1.36;139.45;1.47;0.43;90.29;
14/01/2009;0.28;0.00;4.01;1.01;1.54;109.99;2.01;-4.46;95.33;
15/01/2009;0.30;0.00;3.99;1.89;1.36;140.4;2.04;-0.42;96.98;
16/01/2009;0.46;0.00;5.19;1.21;0.95;93.4;1.93;2.61;88.02;
17/01/2009;0.57;0.00;7.97;1.26;1.05;99.53;1.40;4.20;78.27;
18/01/2009;0.85;0.00;5.72;2.98;2.86;252.29;2.01;7.25;87.96;
19/01/2009;1.41;0.00;5.73;6.18;4.43;458.09;1.75;7.22;73.15;
20/01/2009;0.87;0.00;8.38;4.77;2.60;318.73;1.62;0.59;71.44;
21/01/2009;0.72;0.00;7.85;3.63;1.97;241.83;1.94;2.05;76.94;
22/01/2009;1.24;0.00;5.16;3.24;2.41;244.25;2.12;8.63;81.91;
23/01/2009;1.97;1.85;7.35;7.85;6.95;639.36;1.98;13.12;67.59;
24/01/2009;1.36;1.03;8.30;6.26;6.74;561.51;1.86;4.06;73.60;
25/01/2009;1.05;1.19;7.20;5.69;4.65;446.6;1.99;2.51;76.11;
26/01/2009;1.06;0.00;8.43;5.57;3.18;378.09;2.01;3.16;77.00;
27/01/2009;1.15;0.00;7.06;4.68;3.66;360.29;2.21;5.88;76.77;
28/01/2009;0.75;0.34;6.91;2.36;0.71;132.8;2.36;9.08;83.87;
29/01/2009;0.86;0.00;5.19;2.56;1.82;189.39;2.38;9.30;90.43;
30/01/2009;0.91;0.00;4.58;2.73;2.81;239.24;2.34;7.45;83.76;
31/01/2009;0.79;0.00;4.54;3.91;2.41;273.11;2.37;2.87;86.85;
01/02/2009;0.47;3.41;2.78;3.82;3.27;306.29;2.38;0.09;96.75;
02/02/2009;0.84;0.00;8.41;2.83;1.35;180.49;2.60;3.20;75.54;
03/02/2009;0.73;0.00;5.96;2.00;1.84;165.97;2.53;1.67;80.35;
04/02/2009;1.01;0.00;5.35;5.92;5.32;485.4;2.58;3.75;84.97;
05/02/2009;0.98;0.00;7.52;4.79;2.75;325.64;2.91;3.57;82.86;
06/02/2009;1.26;0.00;9.15;6.19;3.70;427.16;2.97;0.89;69.75;
07/02/2009;1.44;0.00;9.31;6.01;3.31;402.45;3.08;2.09;67.22;
08/02/2009;0.97;0.00;8.70;4.15;2.59;290.74;3.13;5.87;79.90;
09/02/2009;1.12;0.00;7.42;6.69;3.00;418.61;3.05;7.57;86.93;
10/02/2009;1.50;0.00;8.60;6.05;2.82;383.62;3.44;4.86;67.74;
11/02/2009;1.47;0.00;9.56;4.44;2.90;317.;3.66;6.34;69.60;
12/02/2009;1.56;0.00;9.58;3.22;1.75;215.14;3.64;7.51;64.86;
13/02/2009;1.18;0.00;8.28;1.21;0.88;90.37;3.52;5.68;66.01;
14/02/2009;1.50;0.00;9.61;1.26;1.38;114.05;3.72;7.04;57.10;
15/02/2009;2.06;0.00;9.77;1.81;2.09;168.31;3.39;7.93;39.04;
16/02/2009;1.79;0.00;9.65;1.14;1.70;122.95;3.42;7.86;36.79;
17/02/2009;1.71;0.00;9.67;1.37;1.56;126.23;3.83;7.92;44.07;
18/02/2009;1.44;0.00;9.81;1.37;1.18;110.16;4.44;6.60;60.04;
19/02/2009;1.79;0.00;9.80;1.84;1.35;137.72;4.27;7.61;51.70;
20/02/2009;1.98;0.00;9.42;2.63;2.21;209.17;4.42;6.77;49.25;
21/02/2009;2.11;0.00;9.66;2.35;1.49;165.89;4.46;9.19;50.75;
22/02/2009;1.59;0.00;10.03;1.30;0.92;95.64;4.95;8.14;53.61;
23/02/2009;1.50;0.00;9.83;1.04;0.87;82.77;4.95;6.59;65.35;
24/02/2009;1.97;0.00;10.10;1.30;1.03;100.83;5.02;11.03;49.34;
25/02/2009;1.89;0.00;10.14;1.42;1.16;111.46;5.33;9.56;56.46;
26/02/2009;2.17;0.00;10.17;1.03;1.49;108.78;5.14;12.03;46.60;
27/02/2009;2.43;0.00;10.21;1.45;1.90;144.81;5.32;12.03;40.43;
28/02/2009;2.08;0.00;9.97;1.26;1.62;124.59;5.04;10.81;44.08;
01/03/2009;0.70;2.17;1.93;1.70;1.81;151.72;2.83;4.62;89.28;
02/03/2009;1.26;0.00;9.66;2.22;1.25;150.08;4.43;6.24;72.47;
03/03/2009;1.97;0.00;10.23;2.00;2.21;181.61;6.25;5.70;61.55;
04/03/2009;1.44;0.00;9.41;7.61;4.12;506.56;5.52;3.73;76.26;
05/03/2009;1.43;0.00;10.17;6.57;4.73;488.07;5.71;2.27;83.55;
06/03/2009;1.80;0.00;10.66;4.00;4.36;361.24;5.19;9.19;73.58;
07/03/2009;2.74;0.00;10.74;4.46;2.36;294.36;7.32;12.23;60.60;
08/03/2009;2.26;0.00;9.66;2.26;1.44;159.93;6.66;9.59;67.00;
09/03/2009;1.86;0.00;9.53;0.89;1.04;83.29;6.30;7.97;59.90;
10/03/2009;2.86;0.00;10.80;1.57;1.45;130.55;6.69;12.03;40.42;
11/03/2009;2.89;0.00;10.63;1.35;1.75;134.27;6.84;13.34;34.79;
12/03/2009;3.17;0.00;10.86;1.26;2.05;142.91;7.23;15.23;35.23;
13/03/2009;3.12;0.00;10.91;1.47;1.58;132.02;7.60;16.00;38.74;
14/03/2009;2.62;0.00;10.35;1.47;1.66;134.87;6.60;14.20;46.82;
15/03/2009;2.83;0.00;10.98;2.12;1.34;149.82;8.32;13.59;53.32;
16/03/2009;3.99;0.00;11.11;2.63;1.90;195.52;7.78;16.44;28.90;
17/03/2009;3.26;0.00;11.06;2.08;1.56;157.42;8.25;14.59;43.85;
18/03/2009;3.27;0.00;11.19;1.39;1.65;131.5;8.33;14.90;37.31;
19/03/2009;3.52;0.00;11.15;1.06;2.00;132.45;8.23;16.56;33.53;
20/03/2009;3.41;0.00;11.11;1.28;1.65;126.66;8.22;16.24;31.13;
21/03/2009;3.90;0.00;11.24;2.35;2.11;192.59;8.52;15.02;27.09;
22/03/2009;4.09;0.00;11.40;5.14;1.57;290.04;8.89;12.92;26.04;
23/03/2009;3.52;0.00;11.27;2.30;1.84;178.93;8.92;13.00;26.31;
24/03/2009;3.68;0.00;11.42;2.89;1.77;201.4;9.28;14.41;30.09;
25/03/2009;2.95;0.00;11.38;1.50;1.21;116.99;9.57;11.53;44.07;
26/03/2009;3.47;0.00;11.48;1.83;1.54;145.76;9.67;14.19;35.87;
27/03/2009;4.56;0.00;11.63;3.75;2.62;275.18;9.65;15.54;33.22;
28/03/2009;2.98;0.00;11.45;6.31;3.44;420.94;10.46;6.45;47.17;
29/03/2009;2.79;0.00;11.24;5.94;2.46;362.97;9.92;6.52;50.25;
30/03/2009;2.89;0.00;11.78;3.43;1.77;224.38;10.72;8.01;43.18;
31/03/2009;1.98;0.00;11.76;2.14;1.75;168.05;7.35;5.60;47.66;
01/04/2009;3.49;0.00;11.25;2.94;1.80;204.77;10.72;11.09;43.09;
02/04/2009;3.17;0.00;11.66;1.73;1.13;123.55;10.61;10.91;42.52;
03/04/2009;3.48;0.00;11.19;1.87;1.67;153.1;9.59;13.45;39.64;
04/04/2009;3.65;0.00;11.53;2.39;2.10;194.14;10.10;15.15;44.74;
05/04/2009;3.52;0.00;11.62;1.63;1.11;118.37;11.17;14.16;47.77;
06/04/2009;2.41;0.00;10.86;3.46;2.04;237.34;6.71;9.92;58.48;
07/04/2009;3.53;0.00;12.07;5.03;3.55;370.83;11.92;9.30;48.44;
08/04/2009;3.67;0.00;11.97;3.03;1.92;214.19;11.71;12.70;46.70;
09/04/2009;3.84;0.00;10.40;5.74;2.68;363.74;9.19;12.48;44.91;
10/04/2009;2.81;0.00;11.53;6.63;2.93;412.91;10.82;6.86;59.77;
11/04/2009;3.12;0.00;12.25;4.91;2.19;306.72;10.29;8.46;51.74;
12/04/2009;2.98;0.00;11.16;3.36;2.23;241.92;10.27;9.21;54.47;
13/04/2009;3.13;0.00;11.23;2.41;1.72;178.16;11.24;10.68;58.99;
14/04/2009;3.46;0.00;11.10;3.58;2.72;272.16;10.57;9.63;50.89;
15/04/2009;2.00;0.00;9.88;3.12;1.87;215.83;8.08;6.04;75.21;
16/04/2009;2.08;0.00;10.59;4.84;2.66;323.83;8.33;6.73;76.46;
17/04/2009;2.51;0.00;11.06;2.19;0.77;127.61;11.08;8.02;68.16;
18/04/2009;1.79;0.00;9.13;1.85;1.98;165.37;7.94;7.16;80.87;
19/04/2009;3.34;0.00;11.73;1.99;2.01;172.54;12.29;11.95;54.33;
20/04/2009;3.98;0.00;12.58;2.70;1.38;176.17;13.49;12.67;47.41;
21/04/2009;3.91;0.00;12.07;1.56;1.27;122.34;13.62;13.77;44.93;
22/04/2009;4.34;0.00;12.76;1.32;1.12;105.32;13.36;15.82;33.14;
23/04/2009;5.09;0.00;12.66;2.17;1.61;163.21;13.06;19.07;22.59;
24/04/2009;5.75;0.00;12.68;5.35;2.34;332.21;13.56;16.33;37.17;
25/04/2009;3.37;1.69;10.78;2.46;2.88;230.69;11.31;9.13;47.27;
26/04/2009;3.70;0.00;11.97;4.35;3.40;335.15;13.48;9.81;48.68;
27/04/2009;2.79;0.00;10.89;5.51;4.06;413.6;9.74;9.67;65.28;
28/04/2009;3.74;0.00;12.87;7.02;4.29;488.42;14.89;9.89;58.05;
29/04/2009;4.39;0.00;12.71;3.51;2.96;279.76;13.37;13.39;56.64;
30/04/2009;3.05;0.00;10.42;4.62;1.90;281.84;10.72;11.50;67.01;
01/05/2009;4.36;0.00;13.07;2.37;2.33;202.87;15.13;12.85;40.21;
02/05/2009;4.70;0.00;13.06;1.87;1.33;138.24;14.99;16.81;38.37;
03/05/2009;5.25;0.00;13.14;3.04;1.40;192.07;15.13;18.30;33.71;
04/05/2009;4.73;0.00;13.10;2.07;1.53;155.69;15.49;17.18;43.17;
05/05/2009;5.08;0.00;13.18;2.23;1.35;154.57;15.47;18.86;37.56;
06/05/2009;6.78;0.00;13.00;2.56;1.77;187.32;15.20;22.49;31.91;
07/05/2009;6.16;0.00;12.79;4.26;1.16;234.23;14.50;21.43;26.57;
08/05/2009;4.80;0.00;12.16;2.93;1.15;176.6;12.01;19.25;30.33;
09/05/2009;5.13;0.00;12.82;3.73;1.71;235.27;13.91;18.13;38.39;
10/05/2009;4.29;0.00;12.00;3.21;1.81;216.6;12.34;17.03;56.73;
11/05/2009;2.50;5.35;12.68;3.37;2.27;243.82;9.01;12.55;77.02;
12/05/2009;2.96;0.00;12.43;2.99;2.08;218.85;9.66;13.48;67.32;
13/05/2009;3.88;0.00;11.53;3.53;1.59;221.27;13.93;14.19;55.66;
14/05/2009;3.92;0.00;13.33;6.13;3.89;433.04;15.82;11.30;58.29;
15/05/2009;5.03;0.00;13.61;3.44;3.32;292.03;15.91;13.65;44.75;
16/05/2009;4.29;0.00;12.78;5.16;3.12;357.7;13.64;16.07;55.31;
17/05/2009;3.30;0.00;12.44;2.52;2.67;224.21;11.25;12.43;54.54;
18/05/2009;4.88;0.00;13.30;1.95;2.22;179.97;16.41;15.55;42.27;
19/05/2009;5.28;0.00;13.36;1.93;1.90;165.37;16.43;17.31;34.18;
20/05/2009;5.27;0.00;13.29;1.56;1.42;128.74;15.13;21.27;33.12;
21/05/2009;6.31;0.00;13.60;2.61;1.63;183.17;15.82;23.26;31.81;
22/05/2009;6.03;0.00;13.27;1.90;1.79;159.32;15.82;23.13;34.13;
23/05/2009;4.30;2.18;11.99;2.52;3.00;238.55;9.38;15.52;69.84;
24/05/2009;3.16;7.33;12.01;1.91;2.28;181.18;10.01;15.00;69.20;
25/05/2009;3.32;6.64;12.87;2.92;2.18;220.23;12.68;13.24;73.96;
26/05/2009;4.38;0.00;13.52;2.73;2.48;224.81;16.31;14.97;55.06;
27/05/2009;4.96;0.00;13.68;1.72;1.09;121.56;16.59;16.53;43.47;
28/05/2009;6.07;0.00;13.85;2.97;1.41;189.04;17.07;20.59;32.47;
29/05/2009;5.88;0.00;13.87;1.37;1.22;111.89;16.98;23.56;30.27;
30/05/2009;6.19;0.00;14.12;1.51;1.42;126.58;16.89;25.32;28.66;
31/05/2009;6.28;0.00;13.85;1.38;1.56;127.18;17.06;25.17;27.59;
01/06/2009;6.23;0.00;13.95;1.46;1.26;117.5;17.14;23.71;24.86;
02/06/2009;5.87;0.00;13.93;1.41;1.11;109.04;17.08;22.62;26.40;
03/06/2009;5.07;0.35;13.57;1.60;1.98;154.31;13.06;22.77;33.20;
04/06/2009;4.71;0.00;13.65;2.91;2.09;215.91;11.77;20.23;48.38;
05/06/2009;4.02;0.00;13.38;4.23;2.41;286.59;12.46;14.08;60.55;
06/06/2009;3.15;0.52;13.04;4.04;1.94;258.25;11.26;12.99;67.78;
07/06/2009;2.96;0.00;11.16;2.56;2.35;211.77;9.62;13.49;62.06;
08/06/2009;3.87;0.00;11.59;5.77;3.62;405.65;13.10;13.18;61.18;
09/06/2009;3.28;3.88;10.95;3.29;3.43;290.56;10.49;13.69;66.15;
10/06/2009;4.34;0.00;13.67;4.50;2.49;301.88;14.67;18.11;70.34;
11/06/2009;5.61;0.00;14.03;1.39;1.05;105.67;17.77;22.20;51.51;
12/06/2009;6.54;0.00;14.04;1.59;1.76;144.89;17.74;25.75;37.86;
13/06/2009;6.81;0.00;13.75;1.98;1.72;160.01;17.70;26.39;35.63;
14/06/2009;4.09;0.00;11.70;3.32;1.54;210.12;10.40;20.88;63.34;
15/06/2009;4.67;0.00;13.46;1.34;1.31;114.57;14.33;21.99;56.97;
16/06/2009;3.73;0.00;14.17;1.55;1.25;120.96;11.68;21.73;59.28;
17/06/2009;6.07;0.00;13.70;1.82;1.21;130.98;17.85;25.17;49.12;
18/06/2009;6.78;0.00;13.26;2.01;1.65;158.11;16.43;27.60;38.27;
19/06/2009;6.85;0.00;13.73;2.49;1.71;181.53;16.66;26.73;40.43;
20/06/2009;6.04;0.00;14.18;1.90;0.86;119.15;17.52;22.82;37.73;
21/06/2009;5.86;0.00;14.15;1.44;1.07;108.43;17.42;22.00;28.48;
22/06/2009;5.92;0.00;14.02;1.15;1.07;95.64;17.23;24.06;31.81;
23/06/2009;6.53;0.00;14.05;2.44;1.76;181.27;16.51;25.32;31.94;
24/06/2009;6.14;0.00;13.95;2.92;1.79;203.47;17.27;22.17;42.61;
25/06/2009;4.33;0.00;13.03;3.03;1.48;195.;13.28;18.04;56.73;
26/06/2009;4.67;0.00;13.44;1.81;1.13;127.18;15.37;18.54;45.87;
27/06/2009;5.25;0.00;13.33;2.26;0.96;139.19;15.13;21.29;40.58;
28/06/2009;4.82;0.00;13.18;3.87;1.88;248.4;14.32;20.68;59.28;
29/06/2009;4.60;0.00;12.15;2.82;0.90;160.62;12.66;22.20;56.40;
30/06/2009;6.08;0.00;13.91;2.21;1.03;140.05;17.46;25.53;45.77;
01/07/2009;6.42;0.00;13.27;2.31;1.76;175.82;16.84;26.51;42.68;
02/07/2009;6.43;0.00;13.86;2.61;1.63;182.91;17.40;24.69;46.10;
03/07/2009;5.09;0.00;14.11;2.12;1.53;157.33;14.84;22.57;51.65;
04/07/2009;5.78;0.00;13.84;2.27;1.98;183.95;16.45;22.01;44.53;
05/07/2009;5.64;0.00;13.56;2.35;1.23;154.66;17.63;21.32;48.20;
06/07/2009;5.60;0.00;13.65;2.19;2.41;198.81;16.96;20.28;47.95;
07/07/2009;5.56;0.00;13.92;1.65;1.84;150.6;17.50;19.42;45.60;
08/07/2009;5.48;0.00;13.83;1.01;1.58;111.8;17.13;20.22;39.35;
